timestamp,sensor1_x,sensor1_y,sensor1_z,sensor2_x,sensor2_y,sensor2_z,sensor3_x,sensor3_y,sensor3_z,sensor4_x,sensor4_y,sensor4_z,sensor5_x,sensor5_y,sensor5_z
51,0.4932,0.1355,17.8593,0.7915,0.4792,17.7653,0.592,0.644,17.8035,0.1775,0.6188,17.7938,0.1653,0.2919,17.7994
52,0.7472,-0.422,17.7486,0.9419,-0.0598,17.7532,0.7627,0.1084,17.7279,0.4752,0.0031,17.8454,0.405,-0.2328,17.7416
53,0.5826,-0.7954,17.7783,0.8491,-0.4258,17.7135,0.6057,-0.3857,17.8464,0.3363,-0.5136,17.7672,0.2787,-0.7896,17.8296
54,0.2258,-0.8085,18.0456,0.4371,-0.5661,18.0835,0.1614,-0.469,18.03,-0.0737,-0.5875,17.9592,-0.0888,-0.8648,18.0081
55,-0.2869,-0.3078,18.2874,-0.0406,-0.0061,18.1875,-0.3872,0.0215,18.272,-0.6586,-0.2862,18.2308,-0.5701,-0.5383,18.2253
56,-0.452,0.2265,18.4564,-0.4137,0.5277,18.4722,-0.6802,0.5304,18.4582,-0.8092,0.3313,18.5172,-0.7101,0.0537,18.4399
57,-0.3197,0.5349,18.6048,-0.4173,0.8237,18.5997,-0.5991,0.8043,18.5268,-0.9384,0.5785,18.582,-0.7325,0.4117,18.5348
58,0.1202,0.4914,18.5216,0.0909,0.6713,18.4505,-0.2954,0.6078,18.489,-0.4609,0.3483,18.4685,-0.2437,0.3217,18.5759
59,0.549,-0.0732,18.187,0.5154,0.1707,18.3773,0.1546,0.1252,18.2562,0.0156,-0.1623,18.3266,0.2723,-0.2633,18.2925
60,0.9177,-0.5482,18.0851,0.8056,-0.3289,18.0165,0.457,-0.3948,18.0669,0.3846,-0.7752,18.1265,0.6364,-0.7763,17.9683
61,0.9003,-0.5925,18.0267,0.7036,-0.3878,17.9697,0.3938,-0.6123,17.9172,0.407,-0.8593,17.9165,0.6516,-0.7782,17.9033
62,0.5317,-0.1028,17.9776,0.3563,-0.0848,17.9697,0.0978,-0.3631,17.9815,-0.008,-0.5415,17.8597,0.3312,-0.3738,17.9163
63,-0.0114,0.5515,18.1011,-0.1394,0.4768,18.2246,-0.4758,0.3059,18.1578,-0.5836,0.126,18.1644,-0.1474,0.1871,18.0806
64,-0.3792,0.8562,18.3433,-0.5803,0.749,18.3694,-0.8519,0.6221,18.4173,-0.7594,0.4364,18.3015,-0.4613,0.6282,18.3658
65,-0.4201,0.8473,18.5733,-0.6736,0.6827,18.5394,-0.8365,0.3775,18.5467,-0.8911,0.2903,18.5145,-0.4289,0.5135,18.5279
66,-0.0865,0.3021,18.6011,-0.3925,0.0904,18.6171,-0.6387,-0.1436,18.5916,-0.5095,-0.1798,18.5847,-0.1201,0.1657,18.6049
67,0.4102,-0.2717,18.4681,0.1177,-0.5155,18.4041,-0.0769,-0.6286,18.4766,0.0242,-0.6566,18.5531,0.3622,-0.3901,18.5294
68,0.7099,-0.4003,18.3057,0.4052,-0.6162,18.3175,0.2906,-0.7916,18.1925,0.4593,-0.8184,18.2404,0.7615,-0.5309,18.2325
69,0.8267,-0.0972,18.0306,0.5494,-0.3623,17.9694,0.4647,-0.612,18.0067,0.618,-0.5275,18.0304,0.8699,-0.233,18.0788
70,0.6202,0.4395,17.8194,0.238,0.1566,17.7967,0.1683,0.0013,17.9124,0.4368,0.1843,17.841,0.6246,0.3793,17.8132
71,-0.0168,0.7506,17.8528,-0.3607,0.5088,17.8497,-0.4034,0.3611,17.8104,-0.0782,0.5526,17.8225,0.1914,0.8412,17.7881
72,-0.3598,0.7721,17.9305,-0.6413,0.3832,17.8885,-0.7982,0.3132,17.8852,-0.5409,0.6466,17.922,-0.0707,0.7486,17.935
73,-0.6027,0.1105,18.1361,-0.8812,-0.058,18.1089,-0.858,-0.1365,18.1578,-0.5771,0.0598,18.0989,-0.3782,0.3334,18.08
74,-0.3807,-0.3249,18.441,-0.7518,-0.6629,18.3059,-0.7355,-0.6686,18.2569,-0.4275,-0.3154,18.2402,-0.0806,-0.2241,18.3878
75,-0.0053,-0.7332,18.3589,-0.26,-0.865,18.3794,-0.1893,-0.7806,18.3723,0.2174,-0.5291,18.2425,0.2578,-0.4398,18.3019
76,0.4332,-0.449,18.2244,0.1505,-0.7011,18.2532,0.3016,-0.5397,18.2438,0.6658,-0.2184,18.2176,0.7565,-0.1934,18.3069
77,0.6155,-0.0186,17.9158,0.3815,-0.0399,17.9469,0.5311,0.0296,17.9685,0.8964,0.2439,18.0023,0.9433,0.2654,17.9821
78,0.46,0.4574,17.6777,0.2755,0.2916,17.7074,0.4127,0.5281,17.7183,0.7361,0.8524,17.735,0.6373,0.809,17.7699
79,-0.0211,0.4328,17.6008,-0.1159,0.4965,17.5185,-0.0245,0.7284,17.5083,0.4262,0.8286,17.5243,0.322,0.8176,17.6069
80,-0.5452,0.0129,17.5554,-0.6359,0.041,17.5434,-0.3742,0.3262,17.503,-0.0306,0.5706,17.4325,-0.2931,0.3841,17.4862
81,-0.7904,-0.5848,17.6325,-0.8337,-0.5741,17.6275,-0.5761,-0.3397,17.6387,-0.3467,-0.1329,17.5807,-0.6122,-0.352,17.6289
82,-0.7636,-0.8986,17.8267,-0.8267,-0.8012,17.7533,-0.4917,-0.4988,17.8941,-0.2684,-0.4607,17.712,-0.4754,-0.6775,17.8113
83,-0.5122,-0.7297,17.9926,-0.4507,-0.528,18.0472,-0.0186,-0.2828,17.9907,0.0822,-0.3502,18.0403,-0.105,-0.5028,18.0351
84,0.0254,-0.2311,18.0879,0.21,0.0484,18.1122,0.4221,0.1795,18.1926,0.6084,0.2214,18.0874,0.3118,-0.1593,18.1086
85,0.4557,0.3316,18.0102,0.421,0.5078,17.9748,0.8519,0.8257,18.1018,0.9124,0.6824,18.1067,0.6087,0.4295,18.024
86,0.3963,0.4519,17.8262,0.4464,0.7768,17.7949,0.7445,0.9138,17.8119,0.8506,0.8043,17.7552,0.5921,0.4357,17.826
87,-0.015,0.1133,17.5834,0.1547,0.413,17.6498,0.4338,0.4508,17.6647,0.3999,0.3594,17.6341,0.1894,-0.0157,17.5301
88,-0.4944,-0.4699,17.36,-0.3427,-0.2316,17.4232,-0.0249,-0.0655,17.3405,-0.0547,-0.3036,17.4322,-0.309,-0.4817,17.287
89,-0.7663,-0.8271,17.4593,-0.6244,-0.5243,17.4358,-0.3755,-0.4894,17.3633,-0.3917,-0.7709,17.3883,-0.7045,-0.916,17.3919
90,-1.0031,-0.6309,17.4983,-0.6574,-0.4067,17.5242,-0.3866,-0.3779,17.5143,-0.5284,-0.6617,17.6172,-0.8106,-0.6952,17.5502
91,-0.4851,-0.0849,17.7472,-0.3741,0.2545,17.8283,-0.0604,0.1662,17.7148,-0.1379,-0.1354,17.8489,-0.5134,-0.273,17.7506
92,-0.0995,0.5709,17.9114,0.2244,0.7155,18.0608,0.4111,0.572,17.9901,0.2473,0.2391,17.9349,-0.0326,0.2546,17.9974
93,0.4149,0.7506,18.1458,0.7,0.8032,18.1313,0.8181,0.756,18.1548,0.5782,0.4829,18.1461,0.3604,0.5179,18.1599
94,0.4913,0.5397,18.0796,0.8396,0.5346,18.1054,0.8801,0.4357,18.1598,0.6865,0.0485,18.0612,0.3554,0.1999,18.1035
95,0.2286,-0.0818,17.9119,0.5123,-0.041,17.9505,0.6169,-0.2235,17.9693,0.4234,-0.4753,17.9404,0.0858,-0.3503,17.9165
96,-0.1719,-0.4427,17.7136,0.1465,-0.2823,17.6462,0.2418,-0.6731,17.7071,-0.1188,-0.9323,17.7671,-0.3916,-0.7726,17.8022
97,-0.6522,-0.4677,17.6503,-0.2836,-0.3934,17.6253,-0.1984,-0.7279,17.701,-0.6232,-0.8003,17.6131,-0.6905,-0.6994,17.6131
98,-0.7186,0.0634,17.5953,-0.4845,0.0931,17.6074,-0.4115,-0.2425,17.5949,-0.7973,-0.3365,17.607,-1.0558,-0.102,17.5388
99,-0.5177,0.7205,17.8755,-0.2054,0.548,17.8218,-0.1896,0.2327,17.7119,-0.5774,0.2078,17.7404,-0.649,0.4934,17.7224
100,0.0371,0.8815,18.0076,0.2447,0.7299,17.939,0.2091,0.4562,18.0245,-0.1301,0.4898,18.0418,-0.1998,0.7802,18.0501
101,0.4765,0.7157,18.1753,0.6589,0.4653,18.3307,0.5555,0.1944,18.2738,0.2536,0.2305,18.4103,0.2905,0.4884,18.2206
102,0.7047,0.1281,18.2679,0.8244,-0.12,18.4325,0.8584,-0.3221,18.3592,0.4451,-0.2357,18.3998,0.4559,0.0534,18.3458
103,0.5796,-0.2961,18.3905,0.778,-0.6909,18.4623,0.573,-0.8352,18.3409,0.2642,-0.6761,18.4394,0.3049,-0.4216,18.4318
104,0.2363,-0.5295,18.3552,0.3776,-0.7152,18.2894,0.073,-0.834,18.2862,-0.0785,-0.7981,18.2448,-0.1616,-0.431,18.3046
105,-0.1926,-0.0617,18.0742,-0.1259,-0.3489,18.104,-0.418,-0.4303,17.9986,-0.7592,-0.1438,18.0602,-0.5635,0.002,18.0347
106,-0.4978,0.5083,17.8202,-0.4095,0.1168,17.9304,-0.5955,0.0613,17.9377,-1.0049,0.418,17.996,-0.7606,0.5548,17.9441
107,-0.3525,0.687,17.9417,-0.3889,0.4336,17.8241,-0.6637,0.4684,17.8195,-0.8272,0.7782,17.8861,-0.736,0.8341,17.863
108,0.1152,0.5655,18.0184,0.0518,0.2233,18.0079,-0.2553,0.372,17.9481,-0.4966,0.5271,18.0376,-0.2291,0.713,18.0112
109,0.5834,-0.098,18.2354,0.5773,-0.1347,18.3496,0.1589,-0.1448,18.2415,0.1131,0.1416,18.1857,0.2543,0.2201,18.183
110,0.9574,-0.5856,18.4358,0.7758,-0.7168,18.4226,0.4418,-0.6278,18.4708,0.489,-0.4026,18.4913,0.7053,-0.377,18.4375
111,0.9237,-0.7315,18.5062,0.7936,-0.8971,18.6353,0.3458,-0.6327,18.6447,0.3058,-0.4928,18.5451,0.6744,-0.4651,18.5822
112,0.5095,-0.3462,18.6213,0.3863,-0.4843,18.6977,0.0191,-0.2255,18.5386,0.1014,-0.1494,18.6239,0.3885,-0.0892,18.7565
113,0.0398,0.1792,18.3898,-0.152,0.0423,18.3502,-0.4782,0.3901,18.3984,-0.4325,0.4871,18.3098,-0.1557,0.3787,18.4282
114,-0.2918,0.4248,18.1749,-0.6399,0.4651,18.23,-0.8231,0.7184,18.181,-0.7449,0.8889,18.1428,-0.4828,0.6923,18.1802
115,-0.3708,0.27,18.0452,-0.6429,0.4115,17.9926,-0.8597,0.6801,17.9838,-0.772,0.8196,17.9908,-0.4755,0.5928,17.9258
116,-0.0268,-0.1605,17.9218,-0.3385,-0.1317,17.8211,-0.6367,0.1883,17.963,-0.4237,0.2864,17.9077,-0.1706,0.0552,17.964
117,0.5063,-0.7552,18.0002,0.1467,-0.5376,17.9344,-0.0885,-0.2894,17.9904,0.0776,-0.2118,18.0045,0.4269,-0.5958,17.9523
118,0.7909,-0.8697,18.217,0.4799,-0.5968,18.1956,0.2934,-0.3456,18.1219,0.5016,-0.5032,18.1134,0.7787,-0.7732,18.2019
119,0.8267,-0.5916,18.3869,0.5572,-0.3317,18.4369,0.3924,-0.2101,18.3338,0.608,-0.2524,18.4823,0.902,-0.5391,18.3912
120,0.6085,0.0876,18.4754,0.1844,0.2336,18.5032,0.1235,0.3342,18.5026,0.3823,0.3088,18.5584,0.7269,-0.0254,18.5001
121,0.0154,0.5553,18.4807,-0.3314,0.7872,18.5224,-0.4032,0.8748,18.4356,0.0078,0.7468,18.4536,0.3337,0.3712,18.4569
122,-0.4301,0.3994,18.3044,-0.7711,0.717,18.2963,-0.7208,0.7362,18.2273,-0.4674,0.5844,18.2509,-0.1863,0.4005,18.3323
123,-0.5951,0.0258,18.0638,-0.8374,0.3499,17.9697,-0.8023,0.3931,17.9719,-0.5499,-0.0086,18.0135,-0.3517,-0.0519,18.0194
124,-0.4707,-0.4431,17.7512,-0.6682,-0.1469,17.7761,-0.6947,-0.2433,17.7183,-0.3619,-0.4774,17.7356,-0.1999,-0.6892,17.7585
125,-0.0182,-0.5758,17.6766,-0.293,-0.4568,17.644,-0.1358,-0.49,17.5977,0.149,-0.8001,17.6522,0.3426,-0.8476,17.6267
126,0.4475,-0.3324,17.6451,0.1449,-0.2336,17.6643,0.3988,-0.3047,17.6374,0.6519,-0.6711,17.8181,0.681,-0.6523,17.6977
127,0.703,0.1759,17.8026,0.3848,0.3651,17.7531,0.5995,0.2047,17.919,0.8927,0.0138,17.804,0.8369,-0.0348,17.9162
128,0.4501,0.7496,18.0707,0.3098,0.8134,18.0621,0.43,0.6049,18.0156,0.8573,0.3713,18.0689,0.6966,0.4148,18.1284
129,-0.0196,0.735,18.2073,-0.151,0.7993,18.1912,0.0729,0.6179,18.2012,0.3467,0.4491,18.2301,0.3551,0.5002,18.1887
130,-0.5885,0.4752,18.1869,-0.6542,0.4871,18.1572,-0.3833,0.2189,18.1622,-0.237,-0.0873,18.1962,-0.1247,0.0543,18.1832
131,-0.978,-0.1071,18.0531,-0.8931,-0.1513,17.9869,-0.6194,-0.4185,18.0368,-0.3917,-0.5443,17.9518,-0.5634,-0.4151,18.0742
132,-0.829,-0.4562,17.7319,-0.8216,-0.524,17.7394,-0.45,-0.7782,17.7321,-0.2883,-0.9092,17.7713,-0.5294,-0.6813,17.6993
133,-0.4382,-0.2605,17.4746,-0.3702,-0.4593,17.5317,-0.0931,-0.5594,17.5348,0.124,-0.7469,17.5419,-0.09,-0.3817,17.6294
134,0.1167,0.3359,17.3754,0.1917,0.1878,17.387,0.4129,-0.1819,17.3743,0.5328,-0.2004,17.4386,0.3367,0.2252,17.4618
135,0.4403,0.671,17.3483,0.5364,0.5108,17.4477,0.7962,0.3024,17.4238,0.9709,0.3781,17.4521,0.6984,0.6846,17.4
136,0.3329,0.7645,17.6782,0.525,0.562,17.5728,0.6947,0.3397,17.6006,0.7551,0.608,17.6485,0.5497,0.7449,17.5587
137,-0.0131,0.3986,17.878,0.1726,0.1544,17.8678,0.5593,0.1068,17.7297,0.5194,0.1948,17.8556,0.127,0.5652,17.9394
138,-0.5676,-0.0714,18.0264,-0.309,-0.4805,18.0529,-0.0296,-0.4895,18.0196,0.0157,-0.3161,18.1244,-0.3605,-0.1163,18.0334
139,-0.9256,-0.552,18.0717,-0.6073,-0.8603,18.0648,-0.293,-0.7925,18.076,-0.3762,-0.6121,18.0727,-0.6864,-0.3825,17.9408
140,-0.8971,-0.5333,17.9066,-0.6347,-0.8281,17.9536,-0.3653,-0.6428,17.8765,-0.5104,-0.4398,17.9537,-0.8054,-0.3096,17.9332
141,-0.5422,-0.0012,17.7067,-0.2623,-0.2369,17.6834,-0.0302,-0.2297,17.781,-0.2356,0.0792,17.708,-0.5638,0.1506,17.7363
142,-0.0642,0.4515,17.5066,0.2824,0.2289,17.4478,0.4394,0.3394,17.5852,0.2111,0.6878,17.4856,0.0029,0.644,17.4988
143,0.3648,0.5767,17.5714,0.666,0.4801,17.4151,0.7668,0.6344,17.4593,0.6237,0.808,17.5115,0.3203,0.8207,17.3769
144,0.4466,0.1888,17.498,0.7707,0.0696,17.5465,0.96,0.3405,17.5041,0.6436,0.55,17.5523,0.4307,0.4473,17.5318
145,0.2052,-0.3852,17.8307,0.5487,-0.3731,17.6568,0.5865,-0.1823,17.6989,0.317,-0.0118,17.7239,0.1019,-0.0655,17.7324
146,-0.1985,-0.8007,18.0004,0.1618,-0.8656,18.0257,0.1407,-0.6106,17.9271,-0.1518,-0.3402,18.0247,-0.4363,-0.5398,18.0078
147,-0.6861,-0.865,18.1836,-0.2706,-0.6977,18.1861,-0.3203,-0.4923,18.2658,-0.613,-0.324,18.1693,-0.7512,-0.4577,18.254
148,-0.7077,-0.3612,18.2958,-0.3244,-0.2536,18.228,-0.4348,-0.0103,18.3218,-0.6974,0.1134,18.3124,-0.9083,-0.0167,18.1754
149,-0.5255,0.2313,18.1747,-0.1122,0.3263,18.2307,-0.2906,0.5559,18.2045,-0.5915,0.6134,18.2096,-0.7648,0.4281,18.2303
150,-0.088,0.4421,17.979,0.278,0.6617,18.0299,0.2185,0.9271,17.948,-0.203,0.7203,17.9263,-0.2441,0.6041,18.0883
151,0.4878,0.2466,17.7227,0.7002,0.4041,17.8347,0.5992,0.617,17.8204,0.2846,0.5653,17.7362,0.2182,0.3448,17.8099
152,0.6943,-0.3439,17.7005,0.9899,-0.0011,17.7542,0.764,0.1444,17.7667,0.3761,-0.0026,17.7234,0.4863,-0.2316,17.7212
153,0.7805,-0.6848,17.8321,0.8837,-0.4534,17.7497,0.605,-0.4014,17.8181,0.3363,-0.5326,17.8042,0.2663,-0.7798,17.6641
154,0.2184,-0.7472,18.0334,0.4369,-0.5202,18.0718,0.1332,-0.4381,18.0238,-0.1298,-0.6064,18.0237,-0.1223,-0.8497,18.0518
155,-0.1726,-0.3687,18.2527,-0.1039,-0.0752,18.2666,-0.4046,0.0541,18.3493,-0.6489,-0.1874,18.3621,-0.5303,-0.4639,18.2434
156,-0.4069,0.2521,18.4928,-0.3872,0.5314,18.4836,-0.6659,0.5824,18.3775,-0.9301,0.3139,18.5322,-0.8228,0.1433,18.5119
157,-0.3479,0.5604,18.6054,-0.3062,0.8792,18.529,-0.5523,0.8139,18.5851,-0.8317,0.6221,18.51,-0.7543,0.4244,18.5752
158,0.0857,0.533,18.4894,-0.0283,0.6935,18.5223,-0.2623,0.6384,18.4438,-0.4326,0.3077,18.4552,-0.2156,0.3611,18.4357
159,0.5334,-0.0093,18.2547,0.636,0.2123,18.3439,0.162,0.066,18.2371,-0.0531,-0.1253,18.2552,0.2917,-0.3078,18.2725
160,0.8883,-0.451,18.0748,0.9269,-0.291,18.1327,0.5378,-0.3496,18.0639,0.3994,-0.8893,17.9779,0.61,-0.7839,18.019
161,0.8111,-0.5667,17.9756,0.7743,-0.4887,17.9724,0.4357,-0.5545,17.9505,0.3139,-0.8453,18.0157,0.6631,-0.8368,17.9225
162,0.4785,-0.1247,17.955,0.3517,-0.0912,17.9797,-0.0114,-0.3004,18.108,0.02,-0.4514,17.9331,0.3468,-0.3225,17.868
163,0.0292,0.5159,18.0366,-0.1235,0.5178,18.2006,-0.5082,0.2397,18.146,-0.4947,0.0863,18.1491,-0.179,0.1568,18.0526
164,-0.3368,0.9235,18.2869,-0.5432,0.8877,18.2543,-0.7718,0.4844,18.3296,-0.8283,0.5315,18.3108,-0.4842,0.6272,18.3808
165,-0.4062,0.7223,18.5116,-0.7242,0.6485,18.5102,-0.9029,0.4572,18.5371,-0.6772,0.3293,18.4854,-0.5145,0.5828,18.508
166,-0.0145,0.2681,18.5932,-0.3057,0.1278,18.6415,-0.5511,-0.1204,18.4947,-0.5431,-0.1946,18.5903,-0.0957,0.133,18.6428
167,0.4037,-0.3164,18.5733,0.1199,-0.372,18.4384,-0.2183,-0.6314,18.4079,0.0528,-0.6662,18.4445,0.4314,-0.3744,18.5308
168,0.7722,-0.4041,18.2282,0.4615,-0.6612,18.3485,0.2698,-0.8777,18.3108,0.5406,-0.7515,18.2455,0.7911,-0.5185,18.3295
169,0.8235,-0.2329,17.9511,0.5456,-0.4347,18.0709,0.3614,-0.6994,18.0376,0.5872,-0.5475,17.8415,0.9239,-0.1406,18.0158
170,0.5483,0.4891,17.8402,0.1652,0.0622,17.7329,0.1024,-0.0084,17.7694,0.4877,0.1279,17.7414,0.7037,0.4489,17.8949
