sensor1_x,sensor1_y,sensor1_z,sensor2_x,sensor2_y,sensor2_z,sensor3_x,sensor3_y,sensor3_z,sensor4_x,sensor4_y,sensor4_z,sensor5_x,sensor5_y,sensor5_z
0.1384,0.0836,9.8919,-0.0689,-0.2159,9.8501,-0.0789,-0.0742,9.8201,-0.2058,-0.0303,9.9192,-0.0232,0.2138,9.8603
0.2419,0.0142,9.9287,-0.0408,-0.1518,9.7628,-0.0568,0.0213,9.8026,-0.1605,-0.1175,9.8717,0.222,0.1013,9.7634
0.1718,0.137,9.7996,0.1207,-0.1218,9.9921,-0.2799,-0.1714,9.7397,-0.2113,0.1258,9.7068,-0.2258,0.183,9.9091
0.1951,-0.0331,9.9768,-0.03,0.0219,9.9672,-0.1035,-0.175,9.8794,-0.2268,0.1116,9.8956,-0.0268,-0.0116,9.9351
0.2992,0.1046,9.9374,-0.0139,-0.1559,9.8044,-0.1934,-0.1092,9.9652,-0.0141,0.0745,9.845,0.0986,0.0865,9.956
0.1362,0.0742,9.9451,0.1636,-0.1998,9.9766,-0.0719,-0.0461,9.8684,-0.1381,0.1337,9.9535,0.1163,0.0013,9.8381
0.2283,-0.0191,9.8814,0.1881,-0.211,9.9901,-0.1702,-0.2464,9.7586,-0.3024,-0.0763,9.9297,0.0797,0.0891,9.8853
0.3777,0.0008,9.8493,0.262,-0.2633,9.7424,0.0574,-0.2304,9.8842,-0.1698,-0.0334,9.7476,0.1419,0.1638,9.977
0.1032,0.0534,9.8339,0.2149,-0.0991,9.7193,-0.0861,-0.1437,9.8426,-0.3707,0.0464,9.8702,-0.0572,0.0925,9.8099
0.233,0.1295,9.857,0.2342,-0.2136,9.8694,-0.1553,-0.1371,9.9038,-0.2001,-0.006,9.6328,-0.1525,0.1884,10.0424
0.2154,0.1479,9.8823,0.0112,-0.2314,10.0519,-0.1393,-0.1807,10.0647,-0.2027,0.0429,9.893,0.0694,0.002,9.9449
0.1603,-0.0806,9.854,-0.0627,-0.0568,9.7473,-0.2901,-0.0776,9.8654,-0.0373,0.2286,9.7772,0.277,0.3823,9.6476
0.1219,0.0596,10.1143,-0.015,-0.2257,9.9356,-0.1316,-0.129,9.909,0.0543,0.0342,9.8866,0.1979,0.1764,10.0204
0.2545,-0.0497,9.7773,0.0651,-0.0778,9.9667,-0.0922,-0.198,9.7436,-0.1852,0.0868,9.8256,0.0929,0.2846,9.8999
0.1458,0.0237,9.6724,0.1546,-0.2299,9.9928,-0.2164,-0.0877,9.8621,-0.1144,0.1191,9.8466,0.0834,0.223,9.9228
0.0704,0.0334,9.977,-0.0598,-0.3116,9.9788,-0.1243,-0.1316,9.9737,-0.154,0.1918,9.7157,-0.0968,0.1352,9.9064
0.2347,0.1397,9.8962,-0.0948,-0.219,9.8123,-0.0546,-0.1708,10.0627,-0.1589,0.0632,9.7719,0.0242,0.1094,9.9302
0.2052,-0.1311,10.0725,-0.0519,-0.3528,9.7727,-0.1536,-0.186,9.714,-0.0202,0.1151,9.8182,0.1107,-0.0227,9.8459
0.3294,-0.0949,9.7388,-0.0459,-0.1202,9.8785,-0.2683,-0.157,9.8399,-0.015,0.0631,9.7764,0.0413,-0.0024,10.1289
0.3523,0.0551,10.0742,0.0403,-0.2505,9.8976,-0.1338,-0.1943,9.9939,-0.1518,0.1309,9.8097,0.0391,0.0742,9.8814
0.061,-0.0894,9.906,-0.0267,-0.2159,9.8396,-0.1681,-0.1383,9.8333,0.0108,0.3719,9.9329,0.2262,-0.0389,9.9463
0.2433,-0.0839,9.9601,0.0487,0.0426,10.0515,-0.0418,0.0224,9.9408,-0.1044,0.1736,10.0572,0.1279,0.342,10.0522
0.3107,0.0771,9.9601,0.0514,-0.3629,9.8112,-0.0388,0.0067,10.0545,-0.1888,0.1253,9.8554,0.0285,0.0119,10.0459
0.2245,-0.2636,9.9829,-0.1376,-0.4379,10.0218,-0.2118,-0.0472,9.7707,0.0055,0.1449,9.7901,0.1116,0.122,9.8454
0.2318,-0.0153,9.8431,-0.03,-0.0429,9.8703,-0.1741,-0.1911,9.9667,0.0273,0.1001,9.7764,0.1846,0.0656,9.8296
0.0059,-0.0396,9.9009,0.0025,-0.2069,9.8803,-0.0785,-0.1419,9.8591,-0.2112,0.1815,9.9154,0.1283,0.0511,9.8505
0.1547,-0.0908,9.9501,0.0986,-0.1983,9.6884,-0.1524,-0.1573,9.7971,0.0059,0.1658,9.8127,-0.0104,-0.0144,9.8997
-0.0708,-0.0136,9.9012,0.0651,-0.1033,10.0097,-0.0914,0.0755,9.8387,-0.1596,-0.0044,9.9989,0.1325,0.0592,9.7431
0.0149,0.0355,10.0034,0.1962,-0.1027,9.918,-0.0807,0.0202,9.8613,-0.1454,0.2057,10.0059,0.0342,0.114,9.9601
0.1496,0.0165,9.8133,-0.0655,-0.2545,10.0365,-0.0104,-0.1735,9.7951,-0.151,0.0597,9.7449,0.0957,0.0203,9.9474
0.1217,-0.2106,9.6723,0.1024,-0.0531,9.8913,-0.048,-0.0208,9.6246,-0.114,0.1273,9.8076,0.0589,0.2394,9.9871
0.2828,0.0788,9.8665,0.1459,-0.0662,9.985,-0.2281,-0.0489,9.9192,-0.1713,0.0737,10.04,0.0961,0.1707,9.9807
0.1822,0.0184,9.8309,0.148,-0.2924,9.8533,-0.179,-0.1253,9.7177,-0.172,0.1661,9.8865,0.0431,0.0487,9.8526
0.1953,0.1166,9.9456,0.2173,-0.1546,9.8249,-0.2848,-0.1848,9.8755,-0.2181,0.0651,9.8907,0.0641,0.1171,9.9579
0.2394,0.068,9.8919,0.203,-0.1213,10.0025,-0.2107,-0.0739,9.9667,-0.3414,0.1842,9.9378,-0.0478,0.136,9.9081
0.1269,0.005,9.7678,-0.0766,-0.0846,9.8127,-0.296,-0.1578,9.8506,-0.2125,0.1958,9.8129,0.0841,0.2506,9.8528
0.3162,-0.0145,9.8888,0.1766,-0.1429,10.0033,-0.1722,-0.1696,9.7887,-0.3408,0.3225,9.9041,0.1194,0.0928,9.8473
0.1619,-0.1225,9.9494,0.1162,-0.3326,9.8823,-0.3588,-0.0928,9.8334,-0.2973,0.052,9.8686,0.2736,0.1786,9.9727
0.0541,-0.2559,10.1156,0.0285,-0.0121,9.9064,-0.3009,0.0406,9.9377,-0.1868,0.0163,9.9171,0.1052,0.4319,9.9904
0.2405,-0.0008,9.8523,0.1789,-0.044,9.8111,-0.2937,-0.1987,9.7631,-0.2418,-0.0121,10.0368,0.0936,0.1868,10.0153
0.4728,0.0504,10.0715,0.0224,-0.2249,9.8734,-0.2186,0.014,9.8692,-0.1437,0.3299,10.1042,0.1163,0.1927,9.9334
0.3653,-0.0586,9.9667,0.0865,-0.285,10.0551,-0.322,-0.3485,9.8487,-0.3933,0.1828,10.025,0.204,0.1316,9.8471
0.0809,-0.1804,9.9817,-0.0606,-0.2104,9.9859,-0.2144,-0.1171,9.8514,-0.2018,0.309,10.0779,0.2481,0.2641,9.9113
0.2532,-0.1293,10.0682,-0.1088,-0.2832,9.9877,-0.374,-0.1196,10.0676,-0.2087,0.2447,9.922,0.3872,0.1052,10.0052
0.4638,0.0063,10.0769,-0.0123,-0.2586,9.7472,-0.3173,-0.065,10.1402,-0.2604,0.3229,10.0462,0.1433,0.2301,9.9368
0.3636,-0.2441,10.0031,0.1633,-0.3217,9.8855,-0.4781,-0.1617,9.8149,-0.3582,0.1301,9.8579,0.0869,0.3923,10.0508
0.438,-0.126,9.9992,0.029,-0.2607,10.0773,-0.413,-0.1834,9.7574,-0.2169,0.1015,9.9778,0.1423,0.291,9.9875
0.3799,-0.318,9.7862,-0.2331,-0.1459,9.9386,-0.4436,-0.0767,10.1789,-0.3347,0.1747,10.0779,0.3481,0.3703,10.1266
0.4706,-0.1888,9.9592,-0.033,-0.4551,10.1803,-0.5762,0.0065,9.9715,-0.2444,0.3583,9.8356,0.3838,0.3124,9.9794
0.3705,-0.1953,9.8987,-0.086,-0.4035,10.0001,-0.3992,0.0142,9.9756,-0.1219,0.517,10.1978,0.4299,0.3036,9.8279
0.194,-0.3054,9.9695,-0.0291,-0.2905,10.0579,-0.4052,-0.1512,10.077,-0.1542,0.4864,10.2043,0.3243,0.1803,10.1113
0.3467,-0.1962,9.9669,-0.2014,-0.3746,10.0891,-0.4548,-0.0927,9.8922,-0.1716,0.3457,9.9897,0.5709,0.2043,10.1315
0.4137,-0.1817,9.9099,-0.1651,-0.3927,9.9927,-0.5373,-0.171,10.079,-0.2352,0.3546,9.955,0.4999,0.1591,10.102
0.2543,-0.4366,9.9839,-0.2443,-0.4808,9.978,-0.5571,0.0901,10.1393,-0.0206,0.4152,9.9759,0.2345,0.03,9.9889
0.2945,-0.493,10.0025,-0.209,-0.2498,9.9668,-0.5574,0.2158,9.9752,0.0414,0.3796,9.9553,0.6897,0.206,10.0232
0.3727,-0.3996,9.9896,-0.5012,-0.5042,9.8646,-0.6175,0.1803,9.7818,-0.0015,0.4673,10.072,0.3585,0.2558,9.9054
0.2953,-0.3612,10.1996,-0.407,-0.3374,9.9098,-0.7326,0.2602,9.8846,-0.078,0.4478,9.9356,0.6387,0.0304,9.9187
0.0883,-0.4667,9.9408,-0.3405,-0.3827,9.9022,-0.6005,0.2508,9.8697,0.1791,0.4212,10.0175,0.55,-0.0122,9.7432
0.2841,-0.4733,9.7819,-0.6159,-0.2057,9.8988,-0.4824,0.1638,10.0648,0.0925,0.4522,9.8665,0.6068,0.0776,9.8998
0.4589,-0.3473,9.9024,-0.6206,-0.1483,9.7816,-0.7112,0.2924,9.7788,0.2321,0.6393,9.9532,0.789,-0.1381,10.0452
0.1681,-0.6673,9.8501,-0.7353,-0.3859,9.9961,-0.3799,0.203,9.8377,0.4257,0.4165,9.7969,0.4724,-0.2006,9.8091
0.1032,-0.5428,9.868,-0.535,0.0108,9.8686,-0.3023,0.2336,10.13,0.3176,0.3986,9.9123,0.7024,0.0143,9.9716
0.1098,-0.3528,9.9442,-0.5855,-0.0798,9.7861,-0.2549,0.5643,9.6329,0.3682,0.349,9.8659,0.62,-0.0308,9.8309
0.0289,-0.6037,9.8592,-0.7082,-0.2781,9.6968,-0.1382,0.2836,9.6553,0.2912,0.2771,9.8232,0.553,-0.0378,9.934
-0.0349,-0.4333,9.5633,-0.5331,-0.1379,9.8168,-0.1428,0.481,9.7322,0.3323,0.3421,9.7423,0.6992,-0.1626,9.6765
-0.0198,-0.7401,9.8081,-0.7628,0.2176,9.9554,-0.1398,0.2792,9.8884,0.2657,0.2571,9.6846,0.5608,-0.2424,9.8245
-0.2974,-0.4568,9.7568,-0.6482,-0.0505,9.717,-0.156,0.5518,9.7462,0.286,0.2614,9.7486,0.4234,-0.421,9.6451
-0.1419,-0.5064,9.8177,-0.71,0.1057,9.9305,-0.0513,0.2932,9.7669,0.3944,0.3242,9.7453,0.356,-0.2487,9.6593
-0.1785,-0.4742,9.5538,-0.6407,-0.0516,9.9179,-0.3525,0.5666,9.6346,0.4349,0.3496,9.7587,0.4665,-0.3785,9.8299
-0.185,-0.3543,9.792,-0.4916,-0.2583,9.6546,0.0003,0.3858,9.7329,0.6729,0.2608,9.8648,0.4321,-0.2528,9.593
-0.3111,-0.5817,9.7111,-0.3928,0.0967,9.565,-0.1254,0.5484,9.688,0.5517,0.2494,9.5612,0.3271,-0.3789,9.5622
-0.2169,-0.3479,9.5077,-0.3673,-0.0041,9.4246,-0.1164,0.4529,9.6895,0.5337,0.0448,9.6861,0.3572,-0.3132,9.5553
-0.2553,-0.1916,9.5569,-0.543,0.0375,9.5448,0.0324,0.319,9.6393,0.5399,0.2534,9.8161,0.2578,-0.4088,9.602
-0.1366,-0.3513,9.7822,-0.5771,0.2742,9.7107,-0.0832,0.5844,9.6019,0.6087,0.1723,9.5482,0.248,-0.3988,9.6399
-0.4389,-0.3106,9.6535,-0.3346,0.3185,9.5547,0.0633,0.4955,9.752,0.3606,0.0244,9.5013,0.1889,-0.2727,9.533
-0.4502,-0.1519,9.4015,-0.5005,0.1217,9.7311,0.0894,0.4264,9.6155,0.5701,0.0097,9.492,0.2483,-0.4322,9.994
-0.4025,-0.2204,9.4459,-0.4744,0.2653,9.6093,0.1204,0.2744,9.5182,0.5083,-0.0441,9.7271,0.0498,-0.3142,9.793
-0.5414,-0.2016,9.7707,-0.3143,0.3007,9.6791,0.0897,0.3371,9.7022,0.5937,-0.0076,9.7084,0.2268,-0.5193,9.7069
-0.3814,-0.1227,9.7708,-0.553,0.2482,9.6041,0.2492,0.412,9.5653,0.5131,-0.1602,9.6485,-0.0077,-0.392,9.7723
-0.428,-0.2946,9.818,-0.2736,0.2562,9.5224,0.0205,0.3317,9.6621,0.5308,0.0149,9.5505,0.1407,-0.2688,9.5548
-0.4694,-0.0616,9.5857,-0.1761,0.3709,9.755,0.1877,0.3937,9.4858,0.398,-0.1542,9.7106,0.1127,-0.2664,9.6993
-0.1433,-0.0215,9.6136,-0.1233,0.3308,9.5269,0.4128,0.2871,9.5533,0.272,-0.1382,9.5973,0.0261,-0.4117,9.597
-0.2203,0.0145,9.5233,-0.1338,0.3592,9.8101,0.3226,0.2583,9.8802,0.2858,-0.2668,9.696,0.0054,-0.2675,9.6848
-0.3958,-0.1399,9.5869,-0.1779,0.3182,9.5894,0.1882,0.0961,9.5671,0.2405,-0.2193,9.5768,-0.0296,-0.3578,9.6598
-0.3232,0.1402,9.7404,-0.0508,0.3112,9.4896,0.2746,0.2469,9.5999,0.2954,-0.0865,9.5677,-0.1226,-0.3725,9.5433
-0.2974,0.1017,9.4812,-0.0392,0.3309,9.7118,0.2574,0.0094,9.6765,0.3313,-0.0762,9.6922,-0.0002,-0.2523,9.8699
-0.221,-0.0794,9.5944,-0.135,0.188,9.5032,0.3275,0.1939,9.4698,0.1788,-0.0077,9.4914,-0.2098,-0.3754,9.7292
-0.3179,-0.0361,9.8043,-0.1046,0.2932,9.581,0.3086,0.0751,9.6701,0.2491,-0.066,9.7433,0.0708,-0.2142,9.635
-0.231,-0.1108,9.6173,0.0626,0.1001,9.7803,0.2621,0.1373,9.6484,0.2139,0.0585,9.8501,-0.1918,-0.317,9.5791
-0.4165,0.1758,9.606,-0.1115,0.2352,9.5021,0.2704,0.1382,9.5868,0.16,-0.2279,9.5925,-0.165,-0.2089,9.5965
-0.2425,-0.0064,9.7241,-0.1945,0.3376,9.6049,0.1385,0.1236,9.603,0.3341,-0.1405,9.6783,-0.2099,-0.3763,9.6299
-0.1929,-0.0516,9.6546,0.0474,0.2027,9.6374,0.2265,0.0205,9.745,0.2356,-0.1489,9.7064,-0.1067,-0.0823,9.8589
-0.2296,0.0995,9.7109,-0.1124,0.0851,9.6802,0.3004,0.0146,9.6251,0.0835,-0.1613,9.6997,-0.021,-0.0989,9.6315
-0.2162,0.039,9.7306,-0.0942,0.0693,9.7531,0.2173,0.262,9.5476,0.0959,-0.069,9.8314,-0.0714,-0.0522,9.7214
-0.1852,0.0164,9.4936,-0.2899,0.136,9.7501,0.2421,0.1012,9.7952,0.167,-0.1653,9.5541,0.0209,-0.0356,9.821
-0.1706,0.0613,9.8301,-0.1536,0.0605,9.8161,0.0424,0.0724,9.8278,0.2525,-0.0352,9.8239,-0.1385,-0.1504,9.7548
-0.2944,-0.0969,9.9442,-0.0649,0.0578,9.6956,0.0421,0.0625,9.8899,0.1618,-0.0677,9.7763,-0.0638,-0.1277,9.8305
0.0754,-0.0614,9.5481,-0.1802,0.1056,9.6744,0.0394,-0.0699,9.6077,0.2136,-0.0424,9.9191,-0.0182,-0.1112,9.8696
-0.2044,-0.1069,9.7145,0.1447,0.0654,9.7494,0.2934,-0.1511,9.7479,0.2043,-0.1014,9.7815,0.0876,0.0049,9.7877
0.0929,0.0034,9.6534,0.0671,0.4356,9.7643,0.282,0.1482,9.6864,0.1698,-0.1851,9.842,-0.0936,-0.1685,9.8513
-0.1389,0.152,9.5086,-0.2111,-0.022,9.6722,0.0553,0.1238,9.6352,0.139,-0.0604,9.911,0.0488,-0.3249,9.6287
-0.1654,0.0171,9.7161,-0.0139,0.115,9.8178,0.113,0.0029,9.6942,0.1731,-0.1276,9.5217,0.0171,-0.0698,9.7176
-0.1795,0.0981,9.7776,-0.1499,-0.0273,9.7859,0.2126,0.2081,9.7781,0.1435,-0.0529,9.6387,-0.1651,-0.0449,9.8811
0.1111,-0.0278,9.5498,-0.0428,0.1483,9.7419,0.0226,0.1906,9.6359,0.1538,-0.1178,9.8833,-0.1152,-0.2399,9.6317
-0.1051,-0.0586,9.7114,-0.0518,0.2548,9.6507,0.2133,0.0746,9.7631,0.0331,0.1101,9.7156,0.0474,-0.1529,9.7755
-0.1507,-0.1683,9.7741,0.0024,0.1727,9.6889,0.2907,0.2246,9.5597,0.1793,-0.0883,9.8809,0.036,-0.1009,9.7897
-0.1611,0.0771,9.6223,-0.0436,0.1802,9.7833,0.0707,0.1093,9.7154,0.2726,-0.0271,9.6508,-0.1039,-0.0874,9.7688
-0.1389,-0.1292,9.7773,0.0082,0.2069,9.5343,0.215,0.2842,9.6052,0.1566,-0.1026,9.706,0.2598,-0.1566,9.7722
-0.2489,0.0075,9.7402,0.0228,0.1387,9.7544,0.0121,0.0682,9.5835,0.2547,-0.1313,9.6675,-0.082,-0.3428,9.6879
-0.2419,0.2022,9.7685,-0.1364,0.1269,9.7227,0.181,0.1028,9.5812,0.1963,0.0673,9.8761,-0.068,-0.2399,9.6304
-0.232,0.0366,9.538,-0.1421,0.2136,9.7177,0.2132,0.1788,9.5759,0.1678,-0.2279,9.6833,-0.0889,0.0085,9.7159
-0.185,-0.0917,9.8257,-0.0052,0.0303,9.5767,0.1082,0.2552,9.7957,0.0357,-0.0979,9.6815,0.1353,-0.2101,9.8008
-0.0946,-0.0262,9.733,-0.0586,0.2327,9.583,0.1368,0.091,9.6635,0.2082,-0.045,9.7923,-0.0465,-0.0775,9.6449
-0.2922,0.0733,9.5627,-0.28,0.2636,9.6419,0.2257,0.1931,9.5902,0.1834,-0.1467,9.853,-0.1756,-0.0825,9.6045
-0.2265,0.1463,9.8472,0.109,0.251,9.7587,0.2043,0.107,9.7491,-0.0549,-0.1889,9.7468,0.031,-0.1089,9.5878
-0.2029,0.0328,9.6697,-0.1019,0.1132,9.729,0.2179,0.1275,9.6248,0.159,-0.0211,9.7552,-0.2453,-0.3501,9.7788
-0.0774,0.0329,9.6562,0.05,0.2142,9.5069,0.2409,-0.041,9.8111,0.3221,-0.2205,9.7136,0.153,-0.1807,9.6699
-0.1424,0.089,9.6964,0.1327,0.1907,9.8111,0.0444,0.0998,9.7405,0.1556,-0.2505,9.7529,-0.2348,-0.2636,9.7507
-0.1508,0.163,9.6588,-0.2385,0.4472,9.7161,0.2588,0.0366,9.8863,0.0845,-0.017,9.5848,-0.0809,-0.1265,9.6318
-0.078,0.0041,9.8162,-0.1139,0.2675,9.6549,0.1608,0.3058,9.7435,0.1151,-0.1752,9.8442,-0.0978,-0.4145,9.8453
-0.0431,0.0505,9.7487,-0.1092,0.082,9.795,0.0894,0.0595,9.693,0.1742,0.0185,9.852,-0.0343,-0.0464,9.8738
-0.2028,0.107,9.6942,-0.1432,0.3883,9.5885,0.1509,0.1887,9.6901,0.1059,-0.1809,9.7604,0.0105,-0.2105,9.7476
-0.2579,-0.0133,9.6615,0.0217,0.2176,9.521,0.2864,0.074,9.7337,0.075,-0.0446,9.6833,-0.1849,-0.1291,9.675
-0.0024,-0.0324,9.6062,-0.2102,0.2433,9.8168,0.2832,-0.0483,9.7687,0.2152,-0.0203,9.7873,-0.0073,0.0013,9.7875
-0.2769,-0.0035,9.8527,-0.1795,0.2365,9.791,0.1842,0.1088,9.6488,0.0796,-0.1803,9.711,0.128,-0.1419,9.6953
-0.0827,-0.013,9.6519,-0.2332,0.0715,9.6716,0.119,0.0475,9.8061,0.1935,-0.2128,9.6762,-0.0811,-0.0676,9.6376
-0.3,0.0562,9.7734,-0.1301,0.3176,9.732,-0.0457,-0.0819,9.8392,0.178,-0.0813,9.5914,0.0283,-0.049,9.6514
-0.3319,-0.0952,9.8124,-0.0541,0.0453,9.7546,0.0974,0.0099,9.6917,0.0883,-0.0069,9.5919,-0.2874,0.1331,9.6506
-0.2261,-0.0253,9.7665,0.1452,0.1766,9.7213,0.0267,-0.0578,9.6393,-0.0308,-0.0833,9.7246,-0.0534,0.0099,9.7179
-0.2237,0.067,9.6113,-0.1881,0.0748,9.7854,0.161,-0.0825,9.72,0.2273,-0.2147,9.5854,-0.0475,-0.2664,9.7776
-0.1078,0.0424,9.9359,-0.1571,0.2277,9.7139,0.0921,0.0062,9.6237,0.1803,-0.0876,9.7236,-0.1358,-0.1582,9.8282
0.0247,-0.0125,9.6024,0.0729,0.1879,9.7205,0.1632,0.1453,9.7138,0.2463,-0.0707,9.8775,0.029,-0.0488,9.7027
-0.3393,-0.0915,9.8166,0.0178,0.1546,9.6531,0.3535,0.148,9.5382,0.1648,-0.1184,9.7494,0.0983,-0.1389,9.5939
-0.2403,0.1349,9.6975,-0.1176,0.0602,9.8866,0.1268,0.0126,9.7063,0.3086,-0.1037,9.812,0.0882,-0.044,9.7297
-0.3127,0.0324,9.6246,-0.1725,0.0113,9.6708,0.2376,0.1888,9.6113,0.2358,-0.103,9.567,-0.1793,-0.0912,9.7477
-0.2379,0.1145,9.9185,-0.0805,0.1938,9.5577,0.1533,0.2734,9.6646,0.2115,-0.1353,9.7015,-0.0622,-0.0587,9.6317
-0.2032,-0.0852,9.6363,-0.2204,-0.0912,9.5913,0.2427,0.0633,9.5533,0.2737,-0.2701,9.8093,-0.1881,-0.0724,9.8608
-0.2624,0.0894,9.728,-0.0341,0.1483,9.8534,0.2343,0.2885,9.7022,0.1005,-0.0139,9.678,0.1828,-0.2236,9.6488
