timestamp,sensor1_x,sensor1_y,sensor1_z,sensor2_x,sensor2_y,sensor2_z,sensor3_x,sensor3_y,sensor3_z,sensor4_x,sensor4_y,sensor4_z,sensor5_x,sensor5_y,sensor5_z
22,0.122,-0.1094,9.8011,-0.2637,0.1325,9.8827,-0.2159,0.235,9.9113,0.1553,-0.0738,9.9215,0.3034,-0.3055,9.8481
23,0.0269,-0.0102,9.8525,-0.2752,0.1924,9.8073,-0.2523,0.2333,9.8182,0.0932,-0.1335,9.8905,0.2226,-0.2518,9.9335
24,-0.0107,0.0177,9.8284,-0.3254,0.1478,9.7809,-0.1632,0.0952,9.7878,0.19,-0.1263,9.7822,0.2802,-0.2319,9.7865
25,-0.0152,-0.0615,9.8254,-0.2702,0.2506,9.8705,-0.2068,0.162,9.7234,0.1949,-0.1653,9.8917,0.2612,-0.2257,9.7622
26,-0.0266,0.0203,9.7931,-0.2583,0.1827,9.7492,-0.1088,0.1449,9.7353,0.136,-0.1887,9.7671,0.2893,-0.2058,9.7898
27,0.0258,0.1014,9.8035,-0.3519,0.2675,9.8316,-0.0713,-0.0109,9.731,0.2074,-0.2312,9.7307,0.2014,-0.2002,9.7582
28,-0.1211,0.1519,9.6322,-0.3167,0.3371,9.7946,-0.0766,-0.0194,9.7234,0.2436,-0.1492,9.7766,0.2273,-0.1196,9.8009
29,-0.1716,0.1758,9.806,-0.3147,0.2314,9.6847,-0.0274,-0.0207,9.6775,0.2698,-0.2451,9.7662,0.1233,-0.1248,9.7149
30,-0.1921,0.1634,9.6901,-0.2972,0.1429,9.7717,-0.0259,-0.1236,9.7461,0.4238,-0.3047,9.6924,0.1431,-0.0678,9.729
31,-0.2784,0.2882,9.6677,-0.2827,0.1787,9.7518,-0.0009,-0.1482,9.7526,0.2455,-0.3099,9.7806,0.0501,-0.0413,9.7451
32,-0.2462,0.25,9.7183,-0.2592,0.1112,9.7783,0.0774,-0.2208,9.7134,0.2805,-0.21,9.7288,0.1313,0.1447,9.7039
33,-0.2238,0.297,9.6144,-0.2025,0.0391,9.7058,0.1263,-0.1431,9.7371,0.2953,-0.287,9.7558,0.0662,-0.0373,9.7468
34,-0.3685,0.1187,9.6867,-0.2107,0.0836,9.6443,0.1179,-0.2196,9.6781,0.2638,-0.1311,9.6667,-0.0049,0.0288,9.636
35,-0.3033,0.2018,9.6978,-0.1257,-0.0629,9.7015,0.1859,-0.2304,9.6168,0.2613,-0.2057,9.7303,0.0083,0.2157,9.6339
36,-0.306,0.3166,9.7124,-0.1981,-0.1335,9.6616,0.1169,-0.1441,9.6389,0.2266,-0.112,9.6422,-0.0698,0.2822,9.6469
37,-0.3424,0.1862,9.7406,-0.1198,-0.1715,9.6377,0.2353,-0.2829,9.6955,0.2799,-0.0659,9.595,-0.0363,0.2143,9.6923
38,-0.2846,0.2287,9.6536,-0.1592,-0.076,9.582,0.1316,-0.2011,9.6746,0.2198,-0.0106,9.5591,-0.1146,0.2254,9.6525
39,-0.316,0.1029,9.5966,-0.0318,-0.135,9.6874,0.1886,-0.1899,9.633,0.2114,0.0378,9.6493,-0.2079,0.1774,9.6113
40,-0.254,0.1247,9.596,-0.019,-0.2662,9.7153,0.2851,-0.1685,9.602,0.2224,0.065,9.7503,-0.1869,0.2499,9.7464
41,-0.2679,0.1513,9.6552,0.0429,-0.2155,9.6845,0.2587,-0.1166,9.7024,0.1247,0.163,9.6925,-0.1819,0.1675,9.7186
42,-0.2653,0.0363,9.6999,0.0899,-0.2605,9.8329,0.3382,-0.1564,9.7215,0.1958,0.1498,9.7063,-0.2717,0.2367,9.6878
43,-0.2668,-0.1139,9.6615,0.1465,-0.2042,9.6673,0.3052,-0.1497,9.6857,0.024,0.2114,9.6657,-0.3719,0.1909,9.7067
44,-0.239,-0.129,9.7565,0.0767,-0.2617,9.7403,0.2758,-0.0906,9.677,-0.0268,0.1716,9.6849,-0.214,0.1668,9.7233
45,-0.2058,-0.1148,9.6849,0.2234,-0.2634,9.6434,0.2929,0.0909,9.754,0.1076,0.238,9.7077,-0.2191,0.1721,9.7916
46,-0.1725,-0.1663,9.7444,0.2826,-0.2055,9.728,0.2586,-0.0368,9.7443,0.0433,0.2744,9.8026,-0.2406,-0.0078,9.7803
47,-0.0762,-0.1563,9.7799,0.3048,-0.1149,9.729,0.3243,0.1508,9.835,-0.0267,0.3169,9.7885,-0.2357,0.1233,9.6923
48,-0.1118,-0.2331,9.8128,0.2969,-0.2559,9.8093,0.2666,0.0742,9.6467,-0.0875,0.1982,9.8531,-0.3642,0.01,9.8164
49,-0.0227,-0.2692,9.7872,0.2881,-0.0916,9.8002,0.1507,0.2023,9.8337,-0.1476,0.206,9.8062,-0.1843,-0.0414,9.7876
50,0.0356,-0.287,9.8394,0.263,-0.0496,9.8238,0.1418,0.2125,9.7562,-0.1865,0.1393,9.6985,-0.4004,-0.0743,9.8503
51,0.0575,-0.1879,9.7463,0.3459,-0.0893,9.8321,0.1741,0.2647,9.8287,-0.2283,0.0611,9.7913,-0.3155,-0.1181,9.7846
52,0.1113,-0.2259,9.9314,0.3353,0.003,9.7483,0.0493,0.2737,9.8584,-0.2458,0.0485,9.8107,-0.2936,-0.1908,9.8548
53,0.1251,-0.1342,9.9348,0.3282,-0.049,9.851,0.0769,0.19,9.8249,-0.3319,0.1405,9.9042,-0.2194,-0.1727,9.9029
54,0.1888,-0.1809,9.9256,0.3289,0.1257,9.8608,0.1427,0.2533,9.9049,-0.3435,0.0521,9.9174,-0.1575,-0.2755,9.8018
55,0.1464,-0.1492,9.9055,0.2638,0.159,9.9192,-0.0036,0.2063,9.9433,-0.1805,-0.0061,9.9949,-0.2491,-0.2166,9.8535
56,0.2197,-0.2807,9.9657,0.2817,0.2146,9.9386,0.0155,0.2116,9.8836,-0.1711,-0.0354,9.8674,-0.1214,-0.3246,9.9054
57,0.2001,0.0412,9.928,0.1692,0.2321,10.0011,-0.1367,0.2024,9.9409,-0.2607,-0.0256,9.9232,-0.1303,-0.2525,9.9543
58,0.2912,-0.0173,9.935,0.2192,0.0969,9.9139,-0.1003,0.1862,9.9414,-0.2584,-0.0601,9.9581,-0.0646,-0.1088,9.8936
59,0.3695,-0.0105,10.0248,0.2415,0.2566,9.9223,-0.0403,0.1233,9.9891,-0.1524,-0.1309,9.8396,-0.0983,-0.3047,9.8757
60,0.3081,0.0799,10.0346,0.1743,0.2434,10.0008,-0.1798,0.1088,9.8934,-0.2705,-0.1219,9.9275,-0.0161,-0.2599,9.9359
61,0.4072,0.1662,10.0759,0.0295,0.3392,9.9597,-0.1654,0.0379,10.0149,-0.3428,-0.1913,9.8484,-0.023,-0.0647,10.0152
62,0.3493,0.1906,9.9863,0.1299,0.252,9.9334,-0.1994,-0.0918,10.0011,-0.3388,-0.2184,9.9082,0.0398,-0.1543,10.0059
63,0.2415,0.2364,9.9942,0.1791,0.1722,9.9945,-0.2169,-0.1073,9.8888,-0.3945,-0.1408,9.9773,0.1148,-0.0495,9.9012
64,0.3304,0.2555,9.9078,-0.0518,0.1995,9.9675,-0.1975,-0.0281,9.9306,-0.3032,-0.2677,9.9455,0.1286,-0.1792,9.842
65,0.3346,0.2418,9.8722,-0.0115,0.2135,9.866,-0.2353,-0.1356,9.9426,-0.2448,-0.1917,9.9339,0.1855,-0.0037,9.9789
66,0.266,0.2564,9.9351,0.003,0.1267,9.9304,-0.3306,-0.1243,9.9086,-0.0925,-0.2178,9.9493,0.2187,-0.035,9.9361
67,0.26,0.2418,9.9537,-0.0188,0.0439,9.9819,-0.3149,-0.2873,9.9176,-0.0539,-0.2805,10.004,0.2804,0.0706,9.9493
68,0.2519,0.3224,9.9537,-0.0524,0.0262,9.907,-0.3034,-0.2298,9.8961,-0.061,-0.1755,9.942,0.2096,0.1183,9.8344
69,0.2348,0.1839,9.8743,-0.1718,-0.0413,9.8475,-0.3035,-0.2626,9.9429,-0.1046,-0.0643,9.8882,0.0967,0.2022,9.9435
70,0.1374,0.1464,9.8987,-0.2421,-0.0936,9.9498,-0.2372,-0.2419,9.9456,0.0635,-0.0632,9.8238,0.3176,0.2204,9.8558
71,0.1899,0.0651,9.8436,-0.1435,-0.018,9.8744,-0.279,-0.3055,9.8783,-0.0327,-0.0433,9.9222,0.3537,0.2653,9.828
72,0.1462,0.1112,9.8371,-0.2306,-0.1635,9.8965,-0.21,-0.17,9.8955,0.0903,0.0428,9.8888,0.3204,0.3449,9.7511
73,0.1136,0.0622,9.877,-0.3302,-0.1841,9.8822,-0.2422,-0.2704,9.787,0.1588,0.1126,9.8095,0.3491,0.2793,9.9331
74,0.0514,0.0213,9.7454,-0.3608,-0.2056,9.8531,-0.2501,-0.2513,9.8045,0.1001,0.0262,9.8283,0.3266,0.2843,9.8473
75,-0.1325,-0.0564,9.8799,-0.2843,-0.3415,9.6959,-0.1653,-0.0731,9.826,0.245,0.1516,9.8498,0.3225,0.2832,9.7482
76,-0.0244,-0.0023,9.7345,-0.2393,-0.1798,9.7502,-0.115,-0.1455,9.7674,0.2753,0.2358,9.766,0.2665,0.2626,9.8133
77,-0.0092,-0.1072,9.8106,-0.3613,-0.2264,9.8127,-0.0121,-0.0505,9.693,0.2306,0.2467,9.7297,0.2179,0.1091,9.7549
78,-0.1707,-0.1767,9.7732,-0.2883,-0.3186,9.9014,-0.1183,-0.0259,9.7333,0.2645,0.2181,9.7435,0.233,0.2497,9.7876
79,-0.1209,-0.1622,9.8278,-0.2506,-0.19,9.6254,-0.0024,0.0449,9.775,0.1938,0.2384,9.7443,0.0952,0.0637,9.7789
80,-0.1676,-0.3151,9.7299,-0.3415,-0.1658,9.706,0.0057,0.0365,9.5925,0.1805,0.1855,9.672,0.1984,0.0946,9.6635
81,-0.1744,-0.2435,9.7563,-0.3185,-0.2012,9.7327,0.1033,0.105,9.8309,0.318,0.2908,9.6944,0.086,-0.013,9.765
82,-0.2238,-0.2086,9.6753,-0.2318,-0.1313,9.8205,0.0583,0.1934,9.7232,0.2414,0.1832,9.7724,0.1488,-0.0542,9.726
83,-0.3086,-0.2549,9.613,-0.2887,-0.1499,9.6682,0.1412,0.2773,9.7448,0.2574,0.1947,9.7068,0.1175,-0.034,9.7305
84,-0.1344,-0.276,9.6365,-0.2033,0.0001,9.6674,0.1687,0.2675,9.6418,0.2884,0.2051,9.7061,0.0066,-0.1667,9.6957
85,-0.3306,-0.2496,9.7192,-0.1502,0.0243,9.7329,0.2351,0.2315,9.6238,0.3648,0.144,9.6789,-0.0086,-0.1983,9.6547
86,-0.2733,-0.1685,9.6309,-0.187,0.0822,9.6737,0.245,0.2939,9.6436,0.2404,0.0901,9.7083,-0.003,-0.1793,9.6774
87,-0.3502,-0.1137,9.6648,-0.1329,0.0778,9.7091,0.2713,0.26,9.5916,0.3104,0.0215,9.6977,-0.0992,-0.1217,9.6681
88,-0.2199,-0.1309,9.6402,-0.1971,0.1137,9.7032,0.2732,0.2349,9.7037,0.2277,0.0036,9.5883,-0.1315,-0.3101,9.7036
89,-0.2303,-0.0298,9.6166,-0.1053,0.1134,9.6364,0.2765,0.2025,9.6472,0.1783,-0.0317,9.7488,-0.0666,-0.2022,9.7728
90,-0.2658,-0.1032,9.6429,0.0169,0.2646,9.6858,0.217,0.2009,9.5693,0.0455,-0.069,9.6793,-0.1973,-0.2533,9.6684
91,-0.2152,-0.0765,9.638,0.0526,0.1978,9.7012,0.254,0.2439,9.7297,0.1572,-0.1508,9.6464,-0.1725,-0.2215,9.6532
92,-0.2717,0.0337,9.6933,0.0899,0.2051,9.5966,0.272,0.1691,9.7078,0.1034,-0.0306,9.6684,-0.2127,-0.232,9.6054
93,-0.1829,0.0518,9.6236,0.1001,0.2547,9.6243,0.2772,0.0449,9.6852,0.0591,-0.1641,9.6491,-0.2819,-0.1776,9.7379
94,-0.1649,0.1386,9.6741,0.0856,0.252,9.6978,0.2588,0.0491,9.6205,0.0746,-0.1714,9.7362,-0.2179,-0.1286,9.7691
95,-0.2038,0.137,9.7231,0.2283,0.271,9.715,0.3122,-0.0598,9.6971,0.0013,-0.2544,9.7157,-0.3688,-0.2601,9.7583
96,-0.143,0.0894,9.708,0.1627,0.2522,9.7862,0.2486,-0.0251,9.7153,0.0101,-0.2642,9.7801,-0.256,-0.182,9.7829
97,-0.1753,0.2083,9.748,0.198,0.2621,9.7387,0.2434,-0.0416,9.702,-0.0614,-0.2945,9.7624,-0.2983,-0.0934,9.7769
98,-0.102,0.1844,9.7813,0.3141,0.143,9.7865,0.1936,-0.0967,9.813,-0.0212,-0.2541,9.7924,-0.1997,-0.0043,9.7922
99,0.0151,0.2066,9.7941,0.2316,0.1912,9.8069,0.2626,-0.1639,9.7979,-0.1778,-0.244,9.7665,-0.2125,-0.0228,9.8225
100,-0.0153,0.2888,9.7425,0.3049,0.0152,9.8353,0.2445,-0.2096,9.6932,-0.1539,-0.1036,9.7705,-0.283,0.0524,9.8859
101,0.0684,0.261,9.7905,0.2962,0.0525,9.8163,0.0675,-0.2236,9.7557,-0.2311,-0.2522,9.8071,-0.2948,0.1441,9.8818
102,0.0485,0.2035,9.8567,0.2702,-0.0373,9.8829,0.1062,-0.1531,9.844,-0.1339,0.0349,9.8546,-0.278,0.1996,9.8873
103,0.1978,0.1747,9.9534,0.2672,-0.0294,9.7887,0.1063,-0.2994,9.8398,-0.1946,-0.1804,9.9668,-0.2473,0.1981,9.92
104,0.1953,0.208,9.8779,0.3004,-0.0726,9.9086,0.0662,-0.2668,9.8964,-0.2136,-0.084,9.9126,-0.2614,0.1684,9.9428
105,0.314,0.1333,9.9523,0.3121,-0.1894,9.9378,-0.0145,-0.1448,9.8754,-0.2346,0.0437,9.9429,-0.1383,0.1815,9.9156
106,0.188,0.0617,9.9929,0.2683,-0.1826,10.0343,-0.0975,-0.2462,9.9022,-0.2489,-0.0384,9.9924,-0.1863,0.2737,9.9412
107,0.1965,0.1084,9.9014,0.1575,-0.2616,9.9646,0.004,-0.2169,9.9313,-0.2704,0.195,9.98,-0.0284,0.2827,9.858
108,0.2927,0.0806,9.9167,0.1843,-0.1903,9.908,-0.1378,-0.0905,9.9303,-0.3314,0.0942,9.9385,-0.0087,0.228,9.9182
109,0.3784,-0.0367,9.9581,0.2106,-0.2624,9.8835,-0.154,-0.1132,9.9557,-0.2367,0.1816,10.0369,-0.0462,0.1858,9.9667
110,0.3231,-0.0873,9.9277,0.1391,-0.2129,10.0318,-0.1254,-0.0766,10.0123,-0.1957,0.14,9.9939,-0.037,0.1722,9.9883
111,0.3143,-0.0774,9.9704,0.133,-0.2231,9.9846,-0.1707,-0.0938,9.9296,-0.3265,0.1836,9.9302,-0.0179,0.1603,9.9903
112,0.3102,-0.1111,9.937,0.1606,-0.3046,10.0021,-0.1463,-0.0157,9.9716,-0.2511,0.154,9.8966,0.0812,0.1158,9.9305
113,0.3294,-0.1531,9.9013,-0.0575,-0.2138,9.9256,-0.3402,0.0343,10.0543,-0.2985,0.3072,10.0038,0.0619,0.1358,10.0852
114,0.2729,-0.2462,9.9747,0.0235,-0.1863,9.9049,-0.2269,0.093,9.9732,-0.1878,0.2798,9.9782,0.1726,-0.0542,9.9742
115,0.2114,-0.2433,9.8961,-0.061,-0.1386,10.0552,-0.3183,0.144,9.933,-0.1927,0.2229,10.0051,0.2077,0.0673,9.9593
116,0.2788,-0.1246,9.9908,-0.0607,-0.0549,9.9597,-0.4068,0.2045,10.0083,-0.0626,0.1624,9.8811,0.1694,-0.1396,9.9851
117,0.2582,-0.3162,9.9241,-0.1217,-0.037,9.9019,-0.2957,0.1216,9.9018,-0.0819,0.2017,9.9099,0.3109,-0.0789,9.9538
118,0.1878,-0.2972,9.9102,-0.1292,-0.0194,9.9174,-0.345,0.1643,9.9298,-0.0797,0.0988,9.8657,0.3004,-0.0452,9.8827
119,0.2626,-0.2507,9.8262,-0.098,-0.0366,9.8065,-0.2465,0.2193,9.8203,-0.0765,0.1661,9.953,0.3398,-0.0824,9.8656
120,0.1286,-0.1721,9.9189,-0.2386,0.0184,9.8548,-0.274,0.1574,9.8309,-0.1626,0.0264,9.8826,0.2949,-0.1757,9.9394
121,0.134,-0.1773,9.9076,-0.2398,0.1331,9.8483,-0.2608,0.2535,9.9049,0.1448,0.0531,9.8503,0.4048,-0.1841,9.8228
122,0.1098,-0.1357,9.8534,-0.2649,0.1326,9.8081,-0.2252,0.1451,9.8773,0.1194,-0.0736,9.9623,0.3028,-0.247,9.9272
123,0.083,-0.1706,9.8332,-0.2649,0.1408,9.8675,-0.2283,0.1557,9.9138,0.0902,-0.0408,9.8265,0.2911,-0.3206,9.8634
124,0.05,0.0353,9.8622,-0.2798,0.2319,9.847,-0.171,0.2543,9.7866,0.0819,-0.044,9.8691,0.2862,-0.2273,9.8886
125,0.0292,-0.0319,9.8432,-0.2819,0.2671,9.8389,-0.2202,0.1992,9.7539,0.2025,-0.0865,9.8382,0.318,-0.2297,9.7827
126,-0.0248,0.0153,9.7887,-0.2433,0.2349,9.7566,-0.0873,0.1689,9.7644,0.1754,-0.1945,9.7387,0.3634,-0.2048,9.7438
127,0.0061,0.0735,9.7951,-0.2681,0.3438,9.7708,-0.1409,0.0597,9.7249,0.2365,-0.2731,9.7693,0.3481,-0.1427,9.7292
128,-0.1014,0.1818,9.7234,-0.2362,0.3018,9.8048,-0.0975,-0.0123,9.7508,0.1791,-0.2237,9.806,0.3255,-0.1411,9.7413
129,-0.0985,0.1295,9.7033,-0.1619,0.2059,9.6586,-0.0969,0.0556,9.6718,0.3246,-0.202,9.7165,0.3091,-0.0581,9.7776
130,-0.1431,0.1358,9.7611,-0.266,0.1817,9.6968,-0.0335,-0.1031,9.7238,0.2589,-0.2663,9.6645,0.174,-0.1302,9.7186
131,-0.2339,0.1662,9.8203,-0.3028,0.1676,9.7453,-0.0013,-0.1175,9.6993,0.2548,-0.1742,9.7225,0.1143,-0.064,9.7481
132,-0.2212,0.0845,9.681,-0.207,0.1482,9.6957,0.0837,-0.294,9.6751,0.2486,-0.2636,9.6525,0.1421,0.0365,9.7668
133,-0.2664,0.3703,9.7441,-0.2164,0.097,9.6935,0.1324,-0.0981,9.5506,0.3077,-0.1967,9.7563,0.1473,0.0882,9.6859
134,-0.1434,0.2526,9.707,-0.1514,0.0528,9.6023,0.1305,-0.1906,9.6605,0.2533,-0.2057,9.6145,-0.0077,0.0975,9.6848
135,-0.3503,0.2345,9.738,-0.1461,-0.0907,9.7499,0.1792,-0.2279,9.6269,0.2149,-0.1498,9.6254,0.0335,0.0664,9.6524
136,-0.3325,0.2386,9.7183,-0.1972,-0.0112,9.6813,0.1594,-0.1966,9.6798,0.2467,-0.1196,9.6193,-0.06,0.1641,9.6372
137,-0.4093,0.2286,9.5723,-0.1514,-0.1233,9.6147,0.2095,-0.3241,9.6195,0.1969,-0.0649,9.6506,-0.1025,0.1936,9.6999
138,-0.3095,0.0826,9.5793,-0.089,-0.1306,9.6371,0.1318,-0.1989,9.6373,0.3832,-0.1007,9.6892,-0.1172,0.2086,9.7107
139,-0.3104,0.0986,9.6876,-0.178,-0.1382,9.6299,0.2977,-0.3003,9.6581,0.1971,0.0225,9.6346,-0.0781,0.2941,9.6307
140,-0.2904,0.1675,9.6708,-0.0526,-0.1502,9.633,0.2975,-0.1269,9.7096,0.1927,0.0785,9.6581,-0.1709,0.2672,9.7041
141,-0.2603,0.0238,9.7354,-0.0648,-0.2186,9.7197,0.352,-0.1718,9.5869,0.192,0.066,9.6108,-0.1014,0.1508,9.6741
142,-0.327,0.0305,9.5759,0.0579,-0.302,9.6904,0.3162,-0.1475,9.6869,0.0439,0.1394,9.6979,-0.2274,0.1727,9.638
143,-0.2617,-0.0037,9.7292,0.0909,-0.1801,9.6901,0.295,-0.0483,9.7754,0.0512,0.1706,9.6366,-0.2483,0.2674,9.6701
144,-0.202,-0.0843,9.7086,0.1736,-0.3683,9.768,0.3096,0.0033,9.766,0.0898,0.2821,9.7262,-0.2499,0.1586,9.7694
145,-0.2633,-0.1902,9.6806,0.1431,-0.2203,9.7543,0.2897,0.0584,9.8343,0.0379,0.3138,9.6691,-0.3365,0.1728,9.6974
146,-0.0984,-0.1247,9.7032,0.1291,-0.2223,9.7252,0.3341,0.02,9.7461,-0.0137,0.2228,9.8057,-0.2749,0.0893,9.7925
147,-0.1075,-0.1496,9.7199,0.3012,-0.2089,9.7889,0.2736,0.0239,9.7445,-0.0095,0.1292,9.7234,-0.3518,0.0951,9.7468
148,-0.063,-0.2828,9.8193,0.2375,-0.1979,9.7593,0.1916,0.1057,9.7896,-0.0387,0.2843,9.8179,-0.4025,0.0002,9.7563
149,-0.0627,-0.2401,9.7224,0.2944,-0.1043,9.7896,0.136,0.1263,9.8663,-0.1427,0.2347,9.8583,-0.252,-0.0519,9.7733
150,0.0055,-0.3607,9.8,0.2858,-0.0648,9.8082,0.1793,0.1521,9.8096,-0.1915,0.1613,9.7757,-0.3247,-0.1533,9.6917
151,-0.0098,-0.2584,9.8641,0.3408,-0.1444,9.8717,0.1159,0.2144,9.8625,-0.1653,0.1186,9.7654,-0.2138,-0.1937,9.8617
152,0.1166,-0.2756,9.7987,0.2849,-0.0434,9.9299,0.1271,0.2225,9.9153,-0.1338,0.1261,9.83,-0.2436,-0.1042,9.8348
153,0.1185,-0.2763,9.9645,0.3154,-0.0166,9.8627,0.1698,0.2656,9.902,-0.2746,0.1254,9.9529,-0.2229,-0.1977,9.8854
154,0.1181,-0.0986,9.891,0.3312,0.1337,9.9659,0.0039,0.2621,9.8687,-0.1723,-0.0014,9.924,-0.2048,-0.2438,9.9886
155,0.2068,-0.1131,9.9513,0.2256,0.1255,9.9283,-0.0086,0.2691,9.9295,-0.2773,-0.125,9.9638,-0.0968,-0.2396,9.9218
156,0.1263,-0.0964,9.9259,0.2511,0.1781,9.8753,-0.0447,0.2291,9.9006,-0.2872,-0.0709,9.9097,-0.1924,-0.2408,9.9711
157,0.2273,-0.0297,9.8706,0.2374,0.1761,9.8563,-0.1505,0.1992,9.9011,-0.3515,-0.1526,9.9027,-0.1157,-0.2547,9.9508
158,0.3478,0.0449,9.8996,0.279,0.2042,9.8572,-0.0846,0.2214,9.9576,-0.2119,-0.0982,9.9424,-0.1315,-0.1515,9.9219
159,0.275,0.0344,9.9346,0.2164,0.2488,9.9626,-0.2373,0.1138,9.9489,-0.323,-0.1529,9.9794,-0.1231,-0.2475,10.0
160,0.2506,0.0515,9.9483,0.1325,0.2394,9.9297,-0.1298,0.1699,9.8888,-0.244,-0.172,9.9403,-0.0118,-0.2434,9.9559
161,0.2248,0.0664,9.9475,0.1402,0.3715,9.9784,-0.2543,0.1433,9.949,-0.2961,-0.2567,10.0221,-0.0141,-0.1222,9.9516
162,0.2942,0.0844,10.012,0.0323,0.1994,9.9198,-0.331,-0.0065,10.0082,-0.1904,-0.1842,9.9243,0.0052,-0.1658,9.9789
163,0.3147,0.126,9.8926,0.0493,0.1755,9.9805,-0.2534,-0.0623,9.9203,-0.1441,-0.2047,9.9414,0.0944,-0.0386,9.9061
164,0.335,0.2437,9.9373,0.1292,0.1645,9.8983,-0.3095,-0.083,9.8644,-0.2051,-0.2153,9.9245,0.1433,-0.061,9.9744
165,0.3894,0.286,10.0578,-0.0041,0.1012,9.8995,-0.2391,-0.218,9.92,-0.193,-0.2243,9.9588,0.1993,0.0359,9.9382
166,0.2323,0.2638,9.8616,0.0361,0.103,9.9348,-0.2533,-0.1892,9.9626,-0.1283,-0.2283,9.9214,0.1213,0.0831,9.9152
167,0.239,0.3337,9.9401,-0.0401,-0.0033,10.0056,-0.2615,-0.2668,9.9567,-0.1284,-0.1706,9.9473,0.1863,0.0971,9.9392
168,0.152,0.2253,9.983,-0.1064,0.0007,9.96,-0.3209,-0.3279,9.9858,-0.1144,-0.088,9.8869,0.2955,0.0958,9.9247
169,0.2733,0.1929,9.8474,-0.1965,-0.0484,9.9425,-0.3282,-0.2415,9.9799,-0.0611,-0.117,9.8776,0.288,0.2077,9.8616
